Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2012-02-09,BOS,8,4,-1,-7,-11,-12,63,43,23,1019,1016,1014,16,16,16,24,15,34.0,0.00,2,,276
2012-02-10,BOS,10,4,-1,0,-7,-11,65,46,27,1020,1016,1012,16,16,11,27,18,40.0,T,4,Rain,226
2012-02-11,BOS,4,2,-1,1,-1,-10,92,73,53,1012,1006,1000,16,9,3,35,17,42.0,1.78,8,Rain-Snow,314
2012-02-12,BOS,-1,-5,-9,-12,-18,-20,51,40,29,1012,1006,1001,16,16,16,53,27,71.0,0.00,2,,313
2012-02-13,BOS,5,-2,-8,-8,-11,-19,62,47,32,1015,1012,1009,16,16,14,42,22,56.0,T,2,Snow,254
2012-02-14,BOS,7,2,-2,-1,-8,-12,75,51,27,1020,1018,1016,16,16,16,21,9,27.0,0.00,4,,216
2012-02-15,BOS,6,4,1,3,2,-1,92,83,73,1024,1022,1020,16,16,13,11,4,14.0,T,8,Rain,82
2012-02-16,BOS,7,4,2,3,0,-2,92,75,58,1025,1022,1017,16,14,6,24,10,27.0,1.02,6,Rain,206
2012-02-17,BOS,12,8,3,5,0,-7,96,66,36,1017,1013,1010,16,15,6,34,17,47.0,0.25,5,Rain,252
2012-02-18,BOS,8,5,1,-1,-6,-8,82,57,31,1015,1013,1010,16,16,16,35,21,47.0,0.00,3,,289
2012-02-19,BOS,8,4,-1,-3,-7,-10,70,49,28,1018,1016,1015,16,16,16,29,14,37.0,0.00,1,,346
2012-02-20,BOS,5,2,-2,-9,-12,-14,53,38,23,1026,1020,1016,16,16,16,42,19,58.0,0.00,2,,332
2012-02-21,BOS,7,2,-2,2,-6,-9,70,52,33,1028,1021,1011,16,16,16,34,15,45.0,T,4,Rain,216
2012-02-22,BOS,14,8,2,3,0,-4,92,61,30,1011,1004,1001,16,16,10,29,15,42.0,0.00,5,,224
2012-02-23,BOS,13,9,5,7,2,-6,93,66,38,1009,999,994,16,16,8,42,20,56.0,1.27,5,Rain,252
2012-02-24,BOS,6,4,2,4,1,-5,93,70,46,1009,1000,988,16,11,2,34,12,42.0,13.72,8,Rain-Snow,87
2012-02-25,BOS,7,4,1,2,-6,-9,85,59,33,1008,995,989,16,16,14,66,37,85.0,T,5,,272
2012-02-26,BOS,5,1,-3,-9,-15,-18,53,36,19,1031,1023,1010,16,16,16,50,25,66.0,0.00,0,,296
2012-02-27,BOS,11,4,-3,0,-6,-13,62,48,33,1031,1025,1016,16,16,16,37,18,50.0,0.00,3,,214
2012-02-28,BOS,9,5,1,-1,-8,-12,62,45,28,1029,1024,1017,16,16,16,39,20,53.0,0.00,4,,316
2012-02-29,BOS,2,1,-1,1,-4,-12,96,67,38,1029,1023,1014,16,7,1,40,14,52.0,7.37,8,Fog-Rain-Snow,79
2012-03-01,BOS,3,-1,-4,2,0,-6,96,90,84,1016,1011,1008,16,5,2,50,36,61.0,14.73,8,Rain-Snow,49
2012-03-02,BOS,2,-2,-5,-2,-5,-7,88,82,75,1022,1020,1016,16,16,14,26,14,,0.00,8,,46
2012-03-03,BOS,8,5,1,6,2,-2,100,79,58,1014,1003,994,16,7,1,26,15,39.0,9.65,7,Rain-Snow,164
2012-03-04,BOS,6,3,1,-2,-6,-7,70,56,41,1005,1003,1000,16,16,16,27,13,37.0,0.00,5,,268
2012-03-05,BOS,3,0,-4,-8,-12,-15,56,42,27,1026,1015,1005,16,16,16,37,23,48.0,0.00,1,,292
2012-03-06,BOS,4,-1,-7,-11,-16,-18,49,34,19,1036,1033,1027,16,16,14,34,19,45.0,0.00,0,,293
2012-03-07,BOS,17,8,0,3,-1,-9,70,51,32,1035,1029,1024,16,16,16,45,26,58.0,0.00,1,,219
2012-03-08,BOS,20,15,10,8,7,4,74,58,42,1024,1016,1006,16,16,16,60,39,79.0,0.00,3,,218
2012-03-09,BOS,16,9,2,9,-4,-9,75,53,31,1021,1015,1005,16,15,1,60,18,77.0,T,6,Rain-Snow,293
2012-03-10,BOS,4,2,-1,-4,-6,-9,72,56,40,1034,1029,1021,16,14,3,34,19,61.0,T,4,Snow,332
2012-03-11,BOS,14,7,-1,-1,-5,-7,69,47,24,1033,1028,1024,16,16,16,47,23,58.0,0.00,1,,223
2012-03-12,BOS,22,14,6,4,0,-2,63,42,20,1025,1022,1020,16,16,16,24,11,34.0,0.00,3,,226
2012-03-13,BOS,22,16,9,12,8,2,89,68,47,1019,1015,1011,16,16,8,34,16,40.0,1.78,6,Rain,209
2012-03-14,BOS,14,9,4,9,5,2,93,88,82,1025,1019,1014,16,9,1,29,17,35.0,0.00,7,Fog,46
2012-03-15,BOS,6,4,3,2,0,-1,85,75,65,1029,1028,1025,16,16,14,23,14,29.0,T,8,Rain,73
2012-03-16,BOS,8,6,3,5,2,-1,89,80,70,1028,1023,1020,16,15,8,16,9,24.0,1.78,7,Rain,179
2012-03-17,BOS,9,7,4,5,4,3,89,78,66,1029,1026,1022,16,15,6,14,7,21.0,0.00,6,,71
2012-03-18,BOS,23,14,5,8,6,3,89,62,35,1027,1024,1020,16,16,14,26,16,37.0,0.00,1,,224
2012-03-19,BOS,23,16,7,9,7,6,86,60,33,1025,1022,1020,16,14,10,34,13,39.0,0.00,2,,5
2012-03-20,BOS,19,13,7,12,7,4,89,73,56,1027,1025,1023,16,15,11,24,10,39.0,0.00,1,,32
2012-03-21,BOS,26,19,13,13,13,12,86,65,43,1027,1025,1023,16,16,16,32,17,48.0,0.00,0,,231
2012-03-22,BOS,28,21,13,13,12,9,87,60,33,1023,1019,1015,16,16,13,24,16,34.0,0.00,1,,252
2012-03-23,BOS,24,19,14,11,3,-8,72,46,19,1020,1017,1015,16,16,16,34,13,47.0,0.00,4,,336
2012-03-24,BOS,15,12,8,3,1,-6,66,44,22,1022,1020,1017,16,16,16,21,13,26.0,0.00,7,,95
2012-03-25,BOS,9,7,6,4,3,2,89,77,65,1017,1011,1006,16,14,4,21,11,23.0,0.25,8,Rain,91
2012-03-26,BOS,10,5,0,6,-4,-16,89,58,27,1014,1007,1003,16,16,16,53,27,69.0,T,3,,314
2012-03-27,BOS,9,3,-3,-16,-19,-22,32,21,10,1022,1020,1015,16,16,16,40,24,60.0,0.00,0,,324
2012-03-28,BOS,10,7,4,7,-2,-18,80,50,19,1021,1009,1001,16,16,16,34,13,42.0,1.52,7,Rain,199
2012-03-29,BOS,8,6,4,6,1,-4,83,66,49,1013,1006,1000,16,16,14,34,19,45.0,0.25,7,Rain,357
2012-03-30,BOS,11,7,2,-3,-8,-14,59,38,16,1017,1015,1013,16,16,16,37,18,50.0,0.00,3,,313
2012-03-31,BOS,6,4,2,2,-1,-4,79,64,49,1018,1014,1012,16,15,10,23,11,29.0,0.76,6,Rain,92
2012-04-01,BOS,11,6,1,4,1,-1,93,73,53,1012,1008,1003,16,13,6,27,12,37.0,4.83,6,Rain,195
2012-04-02,BOS,12,8,4,4,0,-13,93,57,21,1009,1004,1002,16,15,6,40,20,50.0,1.27,6,Rain,349
2012-04-03,BOS,15,9,2,-10,-12,-14,35,25,14,1010,1008,1006,16,16,16,37,20,52.0,0.00,1,,325
2012-04-04,BOS,18,12,6,1,-7,-12,60,38,16,1006,1002,997,16,16,16,47,19,61.0,T,4,,307
2012-04-05,BOS,11,8,4,0,-4,-7,67,49,30,1012,1008,1004,16,16,16,35,20,47.0,0.00,2,,320
2012-04-06,BOS,12,7,3,-6,-7,-9,52,38,24,1015,1013,1012,16,16,16,29,17,42.0,0.00,2,,317
2012-04-07,BOS,11,7,3,-2,-6,-9,57,42,26,1016,1015,1013,16,16,16,29,13,37.0,0.00,5,,13
2012-04-08,BOS,10,8,5,2,-3,-7,70,51,31,1015,1008,1002,16,16,16,34,15,47.0,T,7,,290
2012-04-09,BOS,14,11,6,1,-2,-3,70,52,33,1003,1000,999,16,16,16,47,27,58.0,0.00,6,,260
2012-04-10,BOS,17,12,6,-1,-4,-7,45,32,19,1007,1003,1002,16,16,16,40,17,52.0,0.00,5,,265
2012-04-11,BOS,12,9,7,4,0,-4,76,56,36,1011,1009,1007,16,16,16,32,15,37.0,0.00,4,,19
2012-04-12,BOS,13,10,6,5,3,2,83,67,51,1018,1015,1011,16,13,4,24,14,,8.13,6,Rain,345
2012-04-13,BOS,18,12,5,3,-2,-7,82,51,19,1021,1019,1016,16,16,16,26,13,34.0,0.00,1,,306
2012-04-14,BOS,22,16,9,1,-3,-6,40,28,16,1021,1017,1015,16,16,16,29,16,39.0,0.00,3,,259
2012-04-15,BOS,25,19,12,12,8,1,66,52,37,1015,1014,1012,16,16,16,32,16,39.0,T,7,,229
2012-04-16,BOS,31,23,15,14,13,11,84,59,34,1016,1014,1012,16,16,16,34,16,40.0,T,4,,192
2012-04-17,BOS,29,22,14,13,4,-6,86,48,10,1020,1015,1012,16,15,11,37,19,47.0,0.00,2,,276
2012-04-18,BOS,17,13,9,4,1,-6,66,44,22,1024,1022,1020,16,16,16,32,18,42.0,0.00,5,,65
2012-04-19,BOS,19,14,8,8,6,4,77,61,45,1020,1018,1015,16,16,16,34,17,39.0,0.00,4,,176
2012-04-20,BOS,25,17,9,9,6,1,80,54,27,1016,1015,1013,16,16,16,39,20,48.0,0.00,5,,206
2012-04-21,BOS,26,19,12,14,11,6,93,68,43,1012,1009,1005,16,16,16,39,19,50.0,0.25,7,Rain,194
2012-04-22,BOS,17,12,7,14,8,5,93,85,77,1010,1008,1005,16,8,3,53,23,64.0,26.42,8,Rain,50
2012-04-23,BOS,17,12,7,16,12,5,97,86,74,1005,995,992,16,8,2,64,24,76.0,37.59,8,Rain,131
2012-04-24,BOS,14,11,8,6,2,-2,80,58,35,1006,1000,995,16,16,16,45,27,56.0,0.00,4,,205
2012-04-25,BOS,17,12,6,6,1,-3,89,58,27,1011,1008,1006,16,16,16,39,20,48.0,0.00,4,Rain,244
2012-04-26,BOS,17,12,6,10,2,-2,89,63,36,1014,1010,1001,16,16,16,37,17,42.0,T,4,Rain,178
2012-04-27,BOS,14,9,4,12,2,-6,93,64,35,1015,1004,998,16,16,11,48,31,63.0,T,6,Rain,278
2012-04-28,BOS,16,9,3,-6,-8,-11,52,35,17,1020,1018,1015,16,16,16,39,22,53.0,0.00,3,,290
2012-04-29,BOS,15,9,4,-7,-10,-14,39,27,14,1023,1019,1015,16,16,16,45,20,60.0,0.00,3,,318
2012-04-30,BOS,12,9,5,3,-4,-11,61,44,27,1027,1025,1023,16,16,16,29,17,40.0,0.00,4,,199
2012-05-01,BOS,10,9,7,8,6,2,100,78,56,1023,1020,1018,16,7,1,40,20,48.0,15.24,8,Rain,102
2012-05-02,BOS,11,9,7,8,7,6,100,89,77,1024,1023,1021,16,13,2,24,15,40.0,T,8,,65
2012-05-03,BOS,10,9,8,8,8,7,93,90,86,1023,1022,1020,16,13,3,19,11,26.0,1.02,8,Rain,113
2012-05-04,BOS,13,12,9,12,9,8,100,93,86,1019,1016,1013,16,9,0,23,11,32.0,0.25,8,Fog-Rain,165
2012-05-05,BOS,14,12,10,11,9,8,100,89,77,1019,1015,1014,16,5,0,19,7,27.0,2.29,8,Fog-Rain,76
2012-05-06,BOS,12,10,8,9,6,2,100,75,50,1021,1020,1019,16,12,0,19,12,23.0,0.00,5,Fog,95
2012-05-07,BOS,15,12,9,8,6,3,80,66,51,1021,1020,1019,16,16,16,27,15,34.0,0.00,4,,127
2012-05-08,BOS,14,12,10,12,7,2,93,72,50,1020,1016,1012,16,15,8,40,18,52.0,4.06,8,Rain,193
2012-05-09,BOS,17,16,13,15,14,12,97,91,84,1012,1007,1002,16,14,8,23,13,27.0,6.60,8,Rain,198
2012-05-10,BOS,19,15,10,14,11,3,100,74,47,1005,999,995,16,9,1,37,19,52.0,21.59,7,Rain,271
2012-05-11,BOS,18,13,8,5,2,-2,71,50,28,1017,1011,1005,16,16,16,37,17,53.0,0.00,4,,275
2012-05-12,BOS,27,18,10,6,2,-3,59,39,19,1021,1019,1017,16,16,16,37,17,48.0,0.00,2,,273
2012-05-13,BOS,27,21,15,13,9,6,63,51,38,1021,1019,1017,16,16,16,27,11,50.0,0.00,5,,188
2012-05-14,BOS,18,15,12,12,11,9,93,80,67,1023,1021,1019,16,15,5,21,9,26.0,2.29,8,Rain,97
2012-05-15,BOS,23,18,13,16,13,12,100,77,53,1022,1019,1015,16,12,3,32,16,40.0,12.70,7,Rain,165
2012-05-16,BOS,23,19,16,18,16,15,100,87,73,1014,1012,1009,16,11,2,24,12,42.0,1.52,7,Rain,192
2012-05-17,BOS,21,17,12,15,6,2,97,63,28,1021,1016,1011,16,16,16,34,15,42.0,0.00,2,,300
2012-05-18,BOS,18,14,9,9,7,3,83,64,44,1025,1023,1021,16,16,14,29,12,35.0,0.00,3,,121
2012-05-19,BOS,19,15,11,9,6,4,72,57,42,1022,1022,1021,16,16,16,21,8,24.0,0.00,1,,118
2012-05-20,BOS,22,17,13,11,8,5,77,57,37,1026,1024,1022,16,16,16,27,11,35.0,0.00,6,,114
2012-05-21,BOS,15,14,12,13,12,8,93,83,72,1026,1024,1019,16,7,0,23,11,26.0,0.51,7,Fog-Rain,78
2012-05-22,BOS,17,16,13,16,15,13,100,97,93,1018,1013,1010,3,1,0,27,13,34.0,14.73,8,Fog-Rain,51
2012-05-23,BOS,22,18,15,17,16,14,100,87,73,1018,1013,1010,16,10,0,23,9,26.0,T,6,Rain,61
2012-05-24,BOS,22,19,16,17,15,14,100,87,73,1025,1022,1018,16,16,16,34,16,39.0,0.00,3,,134
2012-05-25,BOS,23,19,14,18,16,13,100,87,73,1025,1023,1020,16,13,0,27,13,34.0,0.00,7,,133
2012-05-26,BOS,30,24,19,20,18,11,93,68,43,1020,1018,1016,16,16,11,26,15,39.0,0.00,6,,248
2012-05-27,BOS,22,20,18,15,12,9,84,66,47,1022,1020,1016,16,16,16,24,15,34.0,0.00,6,,66
2012-05-28,BOS,21,18,16,17,14,13,93,80,66,1017,1015,1014,16,15,8,24,15,32.0,0.00,5,,100
2012-05-29,BOS,19,17,15,17,16,13,100,91,81,1014,1010,1006,16,4,0,29,13,39.0,4.32,8,Fog-Rain-Thunderstorm,90
2012-05-30,BOS,24,20,16,18,16,13,100,77,53,1007,1006,1005,16,16,11,21,10,29.0,T,7,Rain,219
2012-05-31,BOS,28,23,17,17,13,8,84,57,30,1013,1008,1006,16,16,16,26,12,32.0,0.00,4,,340
2012-06-01,BOS,18,17,14,14,9,7,84,66,48,1019,1017,1014,16,16,16,27,19,35.0,0.00,6,,82
2012-06-02,BOS,17,15,13,16,13,9,97,85,72,1016,1010,1006,16,6,2,40,26,48.0,28.70,8,Rain,117
2012-06-03,BOS,17,14,12,16,12,9,97,85,72,1006,1005,1004,16,11,0,37,23,48.0,0.25,8,Rain,356
2012-06-04,BOS,12,11,10,10,9,8,96,90,83,1009,1005,1003,16,9,2,48,28,60.0,3.30,8,Rain,19
2012-06-05,BOS,13,12,10,9,8,8,93,83,72,1014,1011,1008,16,14,4,32,13,37.0,3.30,8,Rain,22
2012-06-06,BOS,16,14,11,11,9,8,89,75,60,1016,1015,1013,16,16,11,21,11,35.0,T,6,Rain,115
2012-06-07,BOS,18,16,12,13,12,11,93,86,78,1015,1014,1013,16,12,3,39,10,58.0,1.02,7,Rain,105
2012-06-08,BOS,26,19,12,16,13,12,100,71,42,1014,1011,1007,16,9,0,47,13,58.0,7.87,6,Fog-Rain-Thunderstorm,197
2012-06-09,BOS,26,21,15,14,11,5,78,54,30,1014,1011,1008,16,16,16,27,16,35.0,T,3,,287
2012-06-10,BOS,24,20,15,14,11,7,78,56,33,1024,1019,1014,16,16,16,29,14,34.0,0.00,3,,92
2012-06-11,BOS,23,19,14,14,12,9,86,68,49,1026,1025,1023,16,16,16,32,16,37.0,0.00,5,,160
2012-06-12,BOS,23,19,16,15,13,11,90,72,53,1023,1019,1015,16,16,16,34,21,40.0,0.25,7,Rain,205
2012-06-13,BOS,18,18,17,17,17,16,100,97,93,1019,1016,1014,16,10,4,21,12,26.0,17.78,8,Rain,185
2012-06-14,BOS,20,18,16,17,12,7,100,73,45,1025,1023,1019,16,14,2,35,14,47.0,0.00,6,,44
2012-06-15,BOS,21,17,14,12,9,8,72,62,52,1027,1026,1024,16,16,16,29,14,37.0,0.00,1,,33
2012-06-16,BOS,18,16,12,13,11,9,84,72,60,1029,1027,1026,16,16,11,32,17,39.0,0.00,5,,54
2012-06-17,BOS,17,14,11,11,10,9,89,77,64,1026,1024,1021,16,16,11,24,14,32.0,0.00,4,,82
2012-06-18,BOS,18,16,13,13,11,8,84,74,64,1022,1021,1020,16,16,16,27,13,35.0,0.00,5,,112
2012-06-19,BOS,24,19,13,16,14,12,93,77,61,1022,1020,1017,16,16,16,29,17,39.0,0.00,5,,225
2012-06-20,BOS,36,28,19,22,19,16,87,64,40,1016,1013,1011,16,16,16,26,16,39.0,0.00,2,,269
2012-06-21,BOS,36,31,27,22,19,18,65,52,39,1011,1009,1006,16,16,14,26,15,35.0,0.00,1,,287
2012-06-22,BOS,35,29,23,21,18,17,82,59,36,1008,1007,1005,16,16,10,45,16,58.0,0.51,3,Rain,276
2012-06-23,BOS,27,23,18,20,17,15,93,74,54,1013,1010,1008,16,13,1,53,13,71.0,30.23,6,Rain-Hail-Thunderstorm,355
2012-06-24,BOS,29,23,18,16,12,7,81,54,26,1014,1012,1011,16,16,16,27,18,40.0,0.00,4,,278
2012-06-25,BOS,23,19,16,17,16,13,93,75,57,1011,1006,1004,16,13,3,35,15,47.0,23.62,7,Rain-Thunderstorm,204
2012-06-26,BOS,23,19,16,16,13,11,93,73,53,1004,1002,1000,16,16,16,37,20,47.0,1.52,6,Rain,306
2012-06-27,BOS,25,21,16,12,11,11,72,58,43,1007,1003,1001,16,16,16,32,23,47.0,T,5,,274
2012-06-28,BOS,28,23,18,16,13,12,73,56,39,1007,1006,1005,16,16,16,27,16,35.0,0.00,3,,248
2012-06-29,BOS,32,26,19,22,17,8,87,58,28,1006,1003,1000,16,14,3,29,12,39.0,1.27,3,Rain,215
2012-06-30,BOS,32,27,21,18,12,11,62,45,27,1006,1005,1003,16,16,16,35,20,52.0,0.00,4,,259
2012-07-01,BOS,33,27,21,18,16,13,73,53,32,1010,1008,1006,16,16,16,34,15,50.0,0.00,3,,267
2012-07-02,BOS,29,25,21,16,15,13,68,55,42,1011,1011,1009,16,16,16,34,13,40.0,0.00,4,,323
2012-07-03,BOS,30,25,20,16,13,9,76,54,31,1013,1012,1011,16,16,14,29,14,47.0,0.00,4,,320
2012-07-04,BOS,29,24,20,21,19,16,90,73,55,1011,1007,1005,16,14,6,34,13,45.0,3.56,6,Rain-Thunderstorm,207
2012-07-05,BOS,28,25,21,21,17,15,79,63,47,1011,1007,1004,16,16,14,32,14,40.0,0.00,4,,342
2012-07-06,BOS,27,23,20,19,17,16,79,68,56,1013,1011,1010,16,16,16,21,13,26.0,0.00,2,,147
2012-07-07,BOS,30,27,23,20,18,17,73,64,54,1010,1008,1006,16,16,16,27,15,39.0,T,5,Rain,275
2012-07-08,BOS,32,27,22,17,15,9,73,51,29,1012,1009,1008,16,16,16,32,14,40.0,0.00,3,,316
2012-07-09,BOS,29,24,19,15,9,6,70,47,24,1015,1013,1012,16,16,16,26,13,39.0,0.00,3,,326
2012-07-10,BOS,28,23,18,15,10,6,70,50,29,1019,1017,1015,16,16,14,23,12,27.0,0.00,2,,71
2012-07-11,BOS,27,23,19,18,15,11,81,59,36,1022,1021,1019,16,16,16,24,13,29.0,0.00,4,,152
2012-07-12,BOS,30,24,17,18,15,12,84,62,40,1022,1021,1019,16,16,14,32,17,39.0,0.00,2,,191
2012-07-13,BOS,32,27,21,19,16,13,66,53,40,1022,1021,1020,16,16,14,37,18,42.0,0.00,4,,209
2012-07-14,BOS,33,28,22,18,16,15,73,55,37,1021,1019,1017,16,16,16,27,17,39.0,0.00,4,,252
2012-07-15,BOS,33,28,22,22,19,17,79,60,41,1019,1016,1012,16,16,14,27,14,42.0,T,5,Rain,217
2012-07-16,BOS,31,27,22,22,20,18,84,65,46,1011,1009,1007,16,16,16,26,16,35.0,T,4,,235
2012-07-17,BOS,36,31,24,20,18,17,74,54,34,1008,1006,1004,16,16,14,47,20,58.0,0.00,2,,235
2012-07-18,BOS,32,27,21,22,21,19,93,72,50,1012,1009,1005,16,11,1,37,13,42.0,44.20,5,Rain-Thunderstorm,120
2012-07-19,BOS,23,21,19,19,15,11,81,65,49,1016,1014,1012,16,16,16,27,13,34.0,1.52,7,Rain,75
2012-07-20,BOS,22,20,18,17,14,13,87,74,61,1019,1018,1016,16,16,16,23,11,27.0,0.00,6,,72
2012-07-21,BOS,23,20,16,16,14,13,84,69,53,1020,1019,1018,16,16,16,21,11,24.0,0.00,2,,118
2012-07-22,BOS,29,23,16,16,14,10,78,56,33,1021,1020,1018,16,16,16,34,17,40.0,0.00,2,,207
2012-07-23,BOS,30,24,19,21,18,16,87,69,51,1019,1014,1008,16,16,11,34,18,45.0,0.51,6,Rain,210
2012-07-24,BOS,33,27,20,21,19,13,87,69,50,1008,1003,999,16,13,1,42,16,52.0,13.97,6,Fog-Rain-Thunderstorm,242
2012-07-25,BOS,28,23,18,15,12,9,70,51,31,1009,1008,1006,16,16,16,34,17,45.0,0.00,3,,322
2012-07-26,BOS,29,24,19,22,18,14,87,73,58,1008,1005,1002,16,16,11,26,12,34.0,T,6,Rain,208
2012-07-27,BOS,26,22,18,23,18,17,93,83,73,1013,1008,1002,16,13,3,23,9,32.0,0.51,7,Rain,96
2012-07-28,BOS,22,20,17,19,18,16,100,90,79,1016,1015,1013,16,10,0,23,11,29.0,22.10,7,Rain-Thunderstorm,67
2012-07-29,BOS,23,21,18,18,17,15,93,81,68,1018,1016,1014,16,15,2,29,14,35.0,T,8,Rain,30
2012-07-30,BOS,27,22,17,18,16,15,93,72,51,1020,1019,1018,16,16,14,29,13,37.0,0.00,3,,198
2012-07-31,BOS,23,20,17,19,17,16,93,83,73,1020,1018,1012,16,14,5,26,14,34.0,12.19,6,Rain,140
2012-08-01,BOS,26,23,20,21,19,18,93,79,64,1013,1012,1011,16,13,2,27,14,32.0,20.32,7,Rain,231
2012-08-02,BOS,30,25,20,22,21,18,90,75,59,1012,1011,1010,16,16,11,23,13,27.0,0.00,3,,184
2012-08-03,BOS,33,28,22,22,20,16,93,65,36,1019,1015,1012,16,15,11,29,19,39.0,0.00,3,,233
2012-08-04,BOS,28,26,23,22,21,19,87,75,62,1023,1022,1019,16,14,10,23,12,27.0,0.00,3,,135
2012-08-05,BOS,31,27,22,24,22,21,93,76,59,1023,1019,1013,16,16,13,45,20,60.0,2.03,5,Rain,199
2012-08-06,BOS,29,26,22,22,16,13,93,65,37,1015,1014,1013,16,16,14,29,17,72.0,0.00,5,,278
2012-08-07,BOS,25,22,19,18,16,13,73,62,50,1016,1015,1014,16,16,16,29,13,35.0,0.00,5,,124
2012-08-08,BOS,28,24,19,19,18,17,87,73,58,1015,1015,1013,16,16,16,24,13,32.0,0.00,4,,190
2012-08-09,BOS,28,24,21,21,20,19,97,78,58,1015,1013,1012,16,14,6,34,16,37.0,0.00,4,,185
2012-08-10,BOS,29,25,21,22,21,20,100,83,65,1014,1012,1009,16,11,1,37,14,42.0,29.72,7,Fog-Rain,141
2012-08-11,BOS,27,24,22,22,21,19,93,84,74,1013,1012,1009,16,16,13,26,12,40.0,0.00,6,,127
2012-08-12,BOS,29,26,22,22,22,21,93,79,65,1014,1012,1011,16,15,10,27,15,34.0,0.25,6,Rain,192
2012-08-13,BOS,30,26,22,22,17,15,93,69,44,1014,1013,1012,16,16,14,26,13,34.0,0.00,2,,263
2012-08-14,BOS,28,25,21,18,16,14,78,61,43,1014,1013,1012,16,16,16,24,12,32.0,0.00,4,,260
2012-08-15,BOS,29,24,19,21,19,17,97,74,51,1014,1012,1010,16,12,2,26,12,32.0,21.08,7,Rain,190
2012-08-16,BOS,29,24,19,19,17,14,93,68,43,1011,1010,1009,16,16,11,29,12,42.0,T,5,Rain,312
2012-08-17,BOS,30,24,19,19,17,14,78,61,43,1011,1009,1007,16,16,16,34,17,47.0,T,2,Rain,241
2012-08-18,BOS,22,20,18,18,16,15,93,81,68,1012,1011,1010,16,16,16,24,10,32.0,1.02,7,Rain,248
2012-08-19,BOS,23,19,16,16,14,12,81,72,63,1014,1013,1012,16,16,16,16,10,23.0,0.00,6,,34
2012-08-20,BOS,24,21,17,17,15,12,90,74,57,1013,1012,1011,16,16,14,26,11,37.0,0.00,5,,149
2012-08-21,BOS,28,24,19,16,13,9,78,56,34,1019,1015,1013,16,16,16,24,12,39.0,T,6,,261
2012-08-22,BOS,26,22,19,18,14,12,69,62,54,1021,1020,1019,16,16,14,24,12,27.0,0.00,4,,159
2012-08-23,BOS,31,25,19,18,16,14,81,59,37,1021,1020,1018,16,16,16,29,14,37.0,0.00,3,,240
2012-08-24,BOS,26,23,20,19,18,16,93,74,54,1023,1022,1020,16,16,11,16,10,23.0,0.00,5,,69
2012-08-25,BOS,25,22,19,19,18,15,93,77,60,1027,1026,1023,16,14,5,24,11,27.0,0.00,6,,95
2012-08-26,BOS,24,21,18,18,16,14,93,74,54,1028,1026,1024,16,16,16,26,10,29.0,0.00,3,,125
2012-08-27,BOS,29,23,17,21,17,14,87,66,45,1024,1019,1013,16,16,16,34,17,39.0,0.00,3,,208
2012-08-28,BOS,30,25,20,22,19,13,93,69,45,1013,1009,1006,16,14,4,27,14,37.0,3.81,6,Rain,269
2012-08-29,BOS,24,21,17,12,9,7,65,52,38,1015,1013,1012,16,16,14,26,14,48.0,0.00,1,,334
2012-08-30,BOS,28,22,16,12,10,8,65,48,30,1017,1015,1014,16,16,14,37,20,48.0,0.00,1,,262
2012-08-31,BOS,32,26,20,15,12,9,55,41,26,1014,1012,1009,16,16,14,39,23,50.0,0.00,3,,249
2012-09-01,BOS,27,22,17,17,15,13,78,62,45,1020,1016,1011,16,16,16,29,13,37.0,0.00,2,,75
2012-09-02,BOS,23,20,17,16,15,13,87,74,61,1021,1020,1018,16,16,16,29,10,34.0,T,4,,83
2012-09-03,BOS,22,19,15,17,15,13,100,81,61,1024,1022,1021,16,12,0,29,14,35.0,0.00,3,Fog,59
2012-09-04,BOS,23,20,17,21,18,13,100,87,73,1021,1016,1012,16,11,2,24,10,27.0,11.18,8,Rain,138
2012-09-05,BOS,28,23,19,23,21,17,93,74,55,1011,1008,1006,16,12,2,35,15,47.0,16.76,7,Rain,204
2012-09-06,BOS,26,22,18,19,17,16,93,76,58,1013,1011,1010,16,16,16,23,9,40.0,0.00,5,,165
2012-09-07,BOS,28,24,20,22,19,18,93,80,67,1014,1012,1011,16,13,2,26,12,32.0,10.92,5,Rain-Thunderstorm,183
2012-09-08,BOS,28,24,21,22,20,14,97,80,62,1012,1007,1004,16,13,1,39,23,48.0,T,6,Rain-Thunderstorm,210
2012-09-09,BOS,24,21,17,14,13,11,84,65,46,1011,1009,1006,16,16,16,26,11,35.0,T,5,Rain,299
2012-09-10,BOS,21,17,13,14,8,5,90,66,42,1017,1013,1011,16,16,16,37,20,48.0,0.00,3,,330
2012-09-11,BOS,23,17,12,11,6,3,69,49,29,1025,1022,1018,16,16,16,24,13,35.0,0.00,1,,265
2012-09-12,BOS,23,17,12,15,11,8,84,64,44,1028,1027,1025,16,16,16,26,11,32.0,0.00,0,,167
